# {"commit": "d380aed", "cuvs": "26.08.01", "dirty": "yes", "driver": "595.71.05", "gpu": "NVIDIA GeForce RTX 5090", "host_cores": "208", "nvcc": "Build cuda_13.0.r13.0/compiler.36424714_0", "utc": "2026-09-11T03:05:54Z"}
method,variant,dataset,d,N,params,env,n_runs,recall,recall_spread,qps_mean,qps_std,qps_rel_std_pct,vram_mib,train_ms,add_ms,status,failures
cuVS-IVFPQ,192B,openai3-1536,1536,999000,"{""bytes_per_vec"": 192, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 512, ""pq_bits"": 8, ""pq_dim"": 192, ""qps_device"": 7034, ""qps_xfer"": 6983, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.7353,0.00000,6983,12,0.17,386,5243,,ok,
cuVS-IVFPQ,192B,openai3-1536,1536,999000,"{""bytes_per_vec"": 192, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 1024, ""pq_bits"": 8, ""pq_dim"": 192, ""qps_device"": 3528, ""qps_xfer"": 3459, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.7311,0.00000,3459,64,1.86,388,5923,,ok,
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 8, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 226462, ""qps_xfer"": 189456, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.6851,0.00000,189629,6936,3.66,650,6770,,ok,
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 32, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 79389, ""qps_xfer"": 74421, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.7905,0.00000,74424,555,0.75,650,9223,,ok,
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 128, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 19871, ""qps_xfer"": 21847, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.8568,0.00000,21847,56,0.26,650,7010,,ok,
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 256, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 10445, ""qps_xfer"": 8276, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.8684,0.00000,8279,169,2.04,650,6869,,ok,
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 512, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 3975, ""qps_xfer"": 3980, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.8822,0.00000,3998,330,8.26,650,7759,,CONTAMINATED,"[[-2, [""QPS spread 8.3% against 0.02-0.64% on an idle card""]]]"
cuVS-IVFPQ,384B,openai3-1536,1536,999000,"{""bytes_per_vec"": 384, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 1024, ""pq_bits"": 8, ""pq_dim"": 384, ""qps_device"": 1905, ""qps_xfer"": 2161, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.8845,0.00000,2247,574,25.56,650,6791,,CONTAMINATED,"[[-2, [""QPS spread 25.6% against 0.02-0.64% on an idle card""]]]"
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 8, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 75149, ""qps_xfer"": 70921, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.7066,0.00000,70926,740,1.04,1182,16715,,ok,
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 32, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 21037, ""qps_xfer"": 20673, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.8357,0.00000,20674,64,0.31,1180,16459,,ok,
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 128, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 5615, ""qps_xfer"": 5596, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.9101,0.00000,5596,14,0.25,1182,16643,,ok,
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 256, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 2886, ""qps_xfer"": 2592, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.9332,0.00000,2630,374,14.22,1182,17977,,CONTAMINATED,"[[-2, [""QPS spread 14.2% against 0.02-0.64% on an idle card""]]]"
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 512, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 1456, ""qps_xfer"": 1450, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.9480,0.00000,1450,5,0.33,1176,13246,,ok,
cuVS-IVFPQ,768B,openai3-1536,1536,999000,"{""bytes_per_vec"": 768, ""k"": 10, ""n_lists"": 8192, ""n_probes"": 1024, ""pq_bits"": 8, ""pq_dim"": 768, ""qps_device"": 739, ""qps_xfer"": 736, ""timing"": ""xfer"", ""trainset_fraction"": 0.0}",{},3,0.9593,0.00000,736,3,0.45,1178,16872,,ok,
